,Variable Name,Variable Description,Data File Name,Data File Description,Begin Year,EndYear,Component,Use Constraints
645,OSQ170,Did {your/SP's} biological mother ever fracture her hip?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
646,OSQ180,About how old was your mother when she fractured her hip (the first time)?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
647,OSQ190,Was she. . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
648,OSQ200,Did {your/SP's} biological father ever fracture his hip?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
649,OSQ210,About how old was your father when he fractured his hip (the first time)?,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
650,OSQ220,Was he . . .,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
651,SEQN,Respondent sequence number.,P_OSQ,Osteoporosis,2017,2020,Questionnaire,None
652,SEQN,Respondent sequence number.,P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
653,VTD241B,"Now I am going to ask you a few questions about {your/SP's} activities over the last 48 hours. This means today or yesterday. How long ago, in hours, did {you/she/he} cook or bake with natural gas?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
654,VTD244B,"How long ago, in hours, did {you/she/he} pump gas into a car or other motor vehicle {yourself/herself/ himself}?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
655,VTD251B,"How long ago, in hours, has it been since {you/she/he} spent time at a swimming pool, in a hot tub, or in a steam room?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
656,VTD261B,"How long ago, in hours, has it been since {you/she/he} used dry cleaning solvents, visited a dry cleaning shop or wore clothes that had been dry-cleaned within the last week?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
657,VTD271B,"How long ago, in hours, has it been since {your/SP's} last shower or hot bath?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
658,VTD281B,"How long ago, in hours, has it been since {you/she/he} breathed fumes from freshly painted indoor surfaces, paints, paint thinner, or varnish?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
659,VTD281D,"How long ago, in hours, has it been since {you/she/he} breathed fumes from diesel fuel or kerosene?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
660,VTD281F,"How long ago, in hours, has it been since {you/she/he} breathed fumes from fingernail polish?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
661,VTQ200A,{Do you/Does she/Does he} currently store paints or fuels inside {your/her/his} home? Include {your/her/his} basement {and attached garage}.,P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
662,VTQ210,"First, I would like to ask you a few questions about {your/SP's} home. Does {your/her/his} home have an attached garage?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
663,VTQ231A,"{Do you/Does she/Does he} currently use moth balls, moth crystals or toilet bowl deodorizers inside {your/her/his} home?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
664,VTQ233A,"In the last three days, did {you/she/he} inhale smoke from any source for 10 or more minutes?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
665,VTQ233B,When did {you/she/he} last spend 10 or more minutes inhaling smoke?,P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
666,VTQ241A,"Now I am going to ask you a few questions about {your/SP's} activities over the last 48 hours. This means today or yesterday. In the last 48 hours, did {you/she/he} cook or bake with natural gas?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
667,VTQ244A,"In the last 48 hours, did {you/she/he} pump gas into a car or other motor vehicle {yourself/herself/ himself}?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
668,VTQ251A,"In the last 48 hours, did {you/she/he} spend any time at a swimming pool, in a hot tub, or in a steam room?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
669,VTQ261A,"In the last 48 hours, did {you/she/he} use dry cleaning solvents, visit a dry cleaning shop or wear clothes that had been dry-cleaned within the last week?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
670,VTQ271A,"In the last 48 hours, did {you/she/he} take a hot shower or bath for five minutes or longer?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
671,VTQ281A,"In the last 48 hours, did {you/she/he} breathe fumes from freshly painted indoor surfaces, paints, paint thinner, or varnish?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
672,VTQ281C,"In the last 48 hours, did {you/she/he} breathe fumes from diesel fuel or kerosene?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
673,VTQ281E,"In the last 48 hours, did {you/she/he} breathe fumes from fingernail polish?",P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
674,WTSVOCPR,VOC Subsample Weight Pre-Pandemic,P_VTQ,Volatile Toxicant,2017,2020,Questionnaire,None
675,SEQN,Respondent sequence number.,P_WHQ,Weight History,2017,2020,Questionnaire,None
676,WHD010,These next questions ask about {your/SP's} height and weight at different times in {your/his/her} life. How tall {are you/is SP} without shoes?,P_WHQ,Weight History,2017,2020,Questionnaire,None
677,WHD020,How much {do you/does SP} weigh without clothes or shoes?,P_WHQ,Weight History,2017,2020,Questionnaire,None
678,WHD050,How much did {you/SP} weigh a year ago?,P_WHQ,Weight History,2017,2020,Questionnaire,None
679,WHD080A,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
680,WHD080B,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
681,WHD080C,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
682,WHD080D,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
683,WHD080E,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
684,WHD080F,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
685,WHD080G,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
686,WHD080H,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
687,WHD080I,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
688,WHD080J,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
689,WHD080K,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
690,WHD080L,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
691,WHD080M,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
692,WHD080N,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
693,WHD080O,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
694,WHD080P,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
695,WHD080Q,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
696,WHD080R,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
697,WHD080S,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
698,WHD080T,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
699,WHD080U,How did {you/SP} try to lose weight?,P_WHQ,Weight History,2017,2020,Questionnaire,None
700,WHD110,"How much did {you/SP} weigh 10 years ago? [If you don't know {your/his/her} exact weight, please make your best guess.]",P_WHQ,Weight History,2017,2020,Questionnaire,None
701,WHD120,"How much did {you/SP} weigh at age 25? [If you don't know {your/his/her} exact weight, please make your best guess.] If ( you were/she was) pregnant, how much did (you/she) weigh before (your/her) pregnancy?",P_WHQ,Weight History,2017,2020,Questionnaire,None
702,WHD130,"How tall {were you/was SP} at age 25? [If you don't know {your/his/her} exact height, please make your best guess.]",P_WHQ,Weight History,2017,2020,Questionnaire,None
703,WHD140,"Up to the present time, what is the most {you have/SP has} ever weighed?",P_WHQ,Weight History,2017,2020,Questionnaire,None
704,WHQ030,"{Do you/Does SP} consider {your/his/her}self now to be . . . [If {you are/she is} currently pregnant, what did {you/she} consider {your/her}self to be before {you were/she was} pregnant?]",P_WHQ,Weight History,2017,2020,Questionnaire,None
705,WHQ040,Would {you/SP} like to weigh . . .,P_WHQ,Weight History,2017,2020,Questionnaire,None
706,WHQ060,Was the change between {your/SP's} current weight and {your/his/her} weight a year ago intentional?,P_WHQ,Weight History,2017,2020,Questionnaire,None
707,WHQ070,"During the past 12 months, {have you/has SP} tried to lose weight?",P_WHQ,Weight History,2017,2020,Questionnaire,None
708,WHQ150,"How old {were you/was SP} then? [If you don't know {your/his/her} exact age, please make your best guess.]",P_WHQ,Weight History,2017,2020,Questionnaire,None
709,WHQ225,How many times {have you/has SP} lost 10 pounds or more because {you were/he was/she was} trying to lose weight? Was it . . .,P_WHQ,Weight History,2017,2020,Questionnaire,None
710,RXDCOUNT,The number of prescription medicines reported.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
711,RXDDAYS,For how long have you been using or taking {PRODUCT NAME}?,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
712,RXDDRGID,Generic drug code.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
713,RXDDRUG,Generic drug name.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
714,RXDRSC1,ICD-10-CM code 1.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
715,RXDRSC2,ICD-10-CM code 2.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
716,RXDRSC3,ICD-10-CM code 3.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
717,RXDRSD1,ICD-10-CM code 1 description.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
718,RXDRSD2,ICD-10-CM code 2 description.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
719,RXDRSD3,ICD-10-CM code 3 description.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
720,RXDUSE,"In the past 30 days, have you used or taken medication for which a prescription is needed? Do not include prescription vitamins or minerals you may have already told me about.",P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
721,RXQSEEN,Was prescription container seen by interviewer?,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
722,SEQN,Respondent sequence number.,P_RXQ_RX,Prescription Medications,2017,2020,Questionnaire,None
723,ACD011A,What language(s) {do you/does SP} usually speak at home?,P_ACQ,Acculturation,2017,2020,Questionnaire,None
724,ACD011B,What language(s) {do you/does SP} usually speak at home?,P_ACQ,Acculturation,2017,2020,Questionnaire,None
725,ACD011C,What language(s) {do you/does SP} usually speak at home?,P_ACQ,Acculturation,2017,2020,Questionnaire,None
726,ACD040,"Now I'm going to ask you about language use. What language(s) {do you/does SP} usually speak at home? {Do you/Does he/Does she} speak only Spanish, more Spanish than English, both equally, more English than Spanish, or only English?",P_ACQ,Acculturation,2017,2020,Questionnaire,None
727,ACD110,"{Do you/Does SP} speak only (NON-ENGLISH LANGUAGE), more (NON-ENGLISH LANGUAGE) than English, both equally, more English than (NON-ENGLISH LANGUAGE), or only English?",P_ACQ,Acculturation,2017,2020,Questionnaire,None
728,SEQN,Respondent sequence number.,P_ACQ,Acculturation,2017,2020,Questionnaire,None
729,CBQ596,Next I'm going to ask a few questions about the nutritional guidelines recommended for Americans by the federal government. {Have you/Has SP} heard of My Plate?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
730,CBQ606,{Have you/Has SP} looked up the My Plate plan on the internet?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
731,CBQ611,{Have you/Has SP} tried to follow the recommendations in the My Plate plan?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
732,DBD030,How old was {SP} when {he/she} completely stopped breastfeeding or being fed breastmilk? (Days),P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
733,DBD041,How old was {SP} when {he/she} was first fed formula? (Days),P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
734,DBD050,How old was {SP} when {he/she} completely stopped drinking formula? (Days),P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
735,DBD055,"This next question is about the first thing that {SP} was given other than breast milk or formula. Please include juice, cow's milk, sugar water, baby food, or anything else that {SP} might have been given, even water. How old was {SP} when {he/she} was first fed anything other than breast milk or formula? (Days)",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
736,DBD061,How old was {SP} when {he/she} was first fed milk? (Days),P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
737,DBD381,"During the school year, about how many times a week {do you/does SP} usually get a complete school lunch?",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
738,DBD411,"During the school year, about how many times a week {do you/does SP} usually get a complete breakfast at school?",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
739,DBD895,"Next I'm going to ask you about meals. By meal, I mean breakfast, lunch and dinner. During the past 7 days, how many meals {did you/did SP} get that were prepared away from home in places such as restaurants, fast food places, food stands, grocery stores, or from vending machines? {Please do not include meals provided as part of the school lunch or school breakfast./Please do not include meals provided as part of the community programs you reported earlier.}",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
740,DBD900,How many of those meals {did you/did SP} get from a fast-food or pizza place?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
741,DBD905,"Some grocery stores sell ""ready to eat"" foods such as salads, soups, chicken, sandwiches and cooked vegetables in their salad bars and deli counters. During the past 30 days, how often did {you/SP} eat ""ready to eat"" foods from the grocery store? Please do not include sliced meat or cheese you buy for sandwiches and frozen or canned foods.",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
742,DBD910,"During the past 30 days, how often did you {SP} eat frozen meals or frozen pizzas? Here are some examples of frozen meals and frozen pizzas.",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
743,DBQ010,Now I'm going to ask you some general questions about {SP's} eating habits. Was {SP} ever breastfed or fed breastmilk?,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
744,DBQ073A,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
745,DBQ073B,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
746,DBQ073C,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
747,DBQ073D,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
748,DBQ073E,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
749,DBQ073U,What type of milk was {SP} first fed on a daily basis? Was it . . .,P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
750,DBQ197,"Now I'm going to ask a few questions about milk products. Do not include their use in cooking. In the past 30 days, how often did {you/SP} have milk to drink or on {your/his/her} cereal? Please include chocolate and other flavored milks as well as hot cocoa made with milk. Do not count small amounts of milk added to coffee or tea. Would you say...",P_DBQ,Diet Behavior & Nutrition,2017,2020,Questionnaire,None
